PeakID (cmd=annotatePeaks.pl 07_macs2_peaks_calling/cKO_peaks.narrowPeak mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
cKO_peak_4502	chr17	46496811	46497129	+	74	NA	exon (NM_207161, exon 1 of 4)	exon (NM_207161, exon 1 of 4)	181	NM_207161	381101	Mm.35801	NM_207161	ENSMUSG00000040658	Dnph1	C76683|Rcl	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	protein-coding
cKO_peak_8	chr1	5916861	5917281	+	74	NA	exon (NM_010342, exon 1 of 1)	exon (NM_010342, exon 1 of 1)	327	NM_010342	226304	Mm.291110	NM_010342	ENSMUSG00000033774	Npbwr1	Gpr7|Nbpwr1	neuropeptides B/W receptor 1	protein-coding
cKO_peak_9078	chr7	39517583	39518005	+	74	NA	promoter-TSS (NM_001004139)	promoter-TSS (NM_001004139)	28	NM_001004139	70227	Mm.333800	NM_001004139	ENSMUSG00000068959	Zfp619	3000002G13Rik	zinc finger protein 619	protein-coding
cKO_peak_1995	chr11	115367029	115367710	+	74	NA	intron (NM_175454, intron 1 of 18)	CpG	350	NM_175454	217310	Mm.205707	NM_175454	ENSMUSG00000034586	Hid1	C630004H02Rik	HID1 domain containing	protein-coding
cKO_peak_11025	chrX	166440386	166441106	+	74	NA	promoter-TSS (NM_001313722)	promoter-TSS (NM_001313722)	-9	NM_025432	66226	Mm.279752	NM_025432	ENSMUSG00000079317	Trappc2	1110066L09Rik|1810064C02Rik|AW496358|MIP-2A|Sedl|TRS20	trafficking protein particle complex 2	protein-coding
cKO_peak_10102	chr8	112569435	112569850	+	74	NA	promoter-TSS (NR_132433)	promoter-TSS (NR_132433)	-67	NR_132433	102640845	Mm.405615	NR_132433	ENSMUSG00000098075	Gm26994	-	predicted gene, 26994	ncRNA
cKO_peak_3778	chr15	99294620	99295355	+	74	NA	promoter-TSS (NM_001370634)	promoter-TSS (NM_001370634)	-251	NM_001370634	54614	Mm.358668	NM_018786	ENSMUSG00000023007	Prpf40b	2610317D23Rik|Hypc	pre-mRNA processing factor 40B	protein-coding
cKO_peak_6458	chr3	80802267	80802628	+	74	NA	non-coding (NR_152149, exon 1 of 16)	non-coding (NR_152149, exon 1 of 16)	388	NM_013540	14800	Mm.220224	NM_013540	ENSMUSG00000033981	Gria2	GluA2|GluR-B|Glur-2|Glur2|gluR-K2	glutamate receptor, ionotropic, AMPA2 (alpha 2)	protein-coding
cKO_peak_8351	chr6	29164332	29164752	+	74	NA	exon (NM_133925, exon 1 of 19)	exon (NM_133925, exon 1 of 19)	182	NM_133925	68272	Mm.40802	NM_026650	ENSMUSG00000029701	Rbm28	2810480G15Rik|AI503051	RNA binding motif protein 28	protein-coding
cKO_peak_3725	chr15	89841496	89842167	+	74	NA	promoter-TSS (NM_018803)	promoter-TSS (NM_018803)	29	NM_018803	54526	Mm.261601	NM_018803	ENSMUSG00000063260	Syt10	-	synaptotagmin X	protein-coding
cKO_peak_8428	chr6	42692314	42693063	+	74	NA	intron (NM_001355768, intron 1 of 8)	intron (NM_001355768, intron 1 of 8)	412	NM_029930	77574	Mm.24652	NM_029930	ENSMUSG00000036667	Tcaf1	2810407D09Rik|3321401G04Rik|A230020K05Rik|AI848529|Fam115a	TRPM8 channel-associated factor 1	protein-coding
cKO_peak_9373	chr7	110768409	110768897	+	74	NA	intron (NM_001276301, intron 1 of 14)	CpG	447	NM_001276301	11717	Mm.3238	NM_009667	ENSMUSG00000005686	Ampd3	-	adenosine monophosphate deaminase 3	protein-coding
cKO_peak_3801	chr15	101046390	101046895	+	74	NA	TTS (NM_011323)	TTS (NM_011323)	7757	NM_001214911	668225	Mm.385011	NM_001214911	ENSMUSG00000095440	Fignl2	EG668225	fidgetin-like 2	protein-coding
cKO_peak_1531	chr11	63132651	63132937	+	74	NA	promoter-TSS (NM_001302260)	promoter-TSS (NM_001302260)	-9	NM_001302260	18858	Mm.1237	NM_008885	ENSMUSG00000018217	Pmp22	22kDa|Gas-3|HNPP|TRE002|Tr|trembler	peripheral myelin protein 22	protein-coding
cKO_peak_8994	chr7	28294441	28295059	+	74	NA	exon (NM_007866, exon 7 of 9)	exon (NM_007866, exon 7 of 9)	-3564	NM_175033	280621	Mm.212777	NM_175033	ENSMUSG00000046750	Selenov	Selv	selenoprotein V	protein-coding
cKO_peak_6629	chr3	104220689	104220948	+	74	NA	promoter-TSS (NM_133853)	promoter-TSS (NM_133853)	-412	NM_001159354	99470	Mm.264849	NM_133853	ENSMUSG00000052539	Magi3	4732496O19Rik|6530407C02Rik|AA407180|AI120132|mKIAA1634	membrane associated guanylate kinase, WW and PDZ domain containing 3	protein-coding
cKO_peak_1498	chr11	60175869	60177150	+	74	NA	intron (NM_001037764, intron 1 of 4)	CpG	24108	NR_105886	102465555		NR_105886	ENSMUSG00000098547	Mir6921	Gm27352|mmu-mir-6921	microRNA 6921	ncRNA
cKO_peak_9424	chr7	121981336	121981804	+	74	NA	exon (NM_001033318, exon 1 of 17)	exon (NM_001033318, exon 1 of 17)	123	NM_001033318	233824	Mm.442015	NM_001033318	ENSMUSG00000034951	Cog7	5630400E24Rik|Gm167	component of oligomeric golgi complex 7	protein-coding
cKO_peak_8402	chr6	38433227	38433564	+	74	NA	promoter-TSS (NM_177185)	promoter-TSS (NM_177185)	-530	NM_177185	320538	Mm.302831	NM_177185	ENSMUSG00000038538	Ubn2	2900060J04Rik|6030408G03Rik|BC060116|D130059P03Rik|mKIAA2030	ubinuclein 2	protein-coding
cKO_peak_6422	chr3	63929072	63929376	+	74	NA	promoter-TSS (NM_001357824)	promoter-TSS (NM_001357824)	248	NM_177856	329659	Mm.39342	NM_177856	ENSMUSG00000048581	E130311K13Rik	-	RIKEN cDNA E130311K13 gene	protein-coding
cKO_peak_3073	chr14	28505787	28506761	+	74	NA	intron (NM_009524, intron 1 of 4)	CpG	801	NM_009524	22418	Mm.287544	NM_009524	ENSMUSG00000021994	Wnt5a	8030457G12Rik|Wnt-5a	wingless-type MMTV integration site family, member 5A	protein-coding
cKO_peak_9792	chr8	69183694	69184274	+	74	NA	5' UTR (NM_001370971, exon 1 of 4)	5' UTR (NM_001370971, exon 1 of 4)	214	NM_001370971								
cKO_peak_8793	chr6	134829674	134829975	+	74	NA	promoter-TSS (NM_177687)	promoter-TSS (NM_177687)	-375	NM_177687	232430	Mm.267010	NM_177687	ENSMUSG00000032652	Crebl2	AI046348|B230205M03	cAMP responsive element binding protein-like 2	protein-coding
cKO_peak_5686	chr2	70509016	70509463	+	74	NA	exon (NM_025744, exon 1 of 13)	exon (NM_025744, exon 1 of 13)	420	NM_025744	66748	Mm.423014	NM_025744	ENSMUSG00000075302	Erich2	4933404M02Rik	glutamate rich 2	protein-coding
cKO_peak_453	chr1	152624834	152625384	+	74	NA	5' UTR (NM_016846, exon 1 of 18)	5' UTR (NM_016846, exon 1 of 18)	108	NM_016846	19731	Mm.245270	NM_016846	ENSMUSG00000026482	Rgl1	Rgl|mKIAA0959	ral guanine nucleotide dissociation stimulator,-like 1	protein-coding
cKO_peak_1117	chr10	115587487	115587996	+	74	NA	promoter-TSS (NM_010195)	promoter-TSS (NM_010195)	39	NM_010195	14160	Mm.42103	NM_010195	ENSMUSG00000020140	Lgr5	FEX|Gpr49	leucine rich repeat containing G protein coupled receptor 5	protein-coding
cKO_peak_10860	chrX	20291444	20291914	+	74	NA	exon (NM_177353, exon 1 of 17)	exon (NM_177353, exon 1 of 17)	148	NM_177353	236727	Mm.40530	NM_177353	ENSMUSG00000037341	Slc9a7	6330509M05Rik|A530087D17Rik|AI450287|NHE7	solute carrier family 9 (sodium/hydrogen exchanger), member 7	protein-coding
cKO_peak_380	chr1	131867347	131867823	+	74	NA	5' UTR (NM_144875, exon 2 of 6)	5' UTR (NM_144875, exon 2 of 6)	308	NM_144875	226422	Mm.34027	NM_144875	ENSMUSG00000026433	Rab29	Rab7l1	RAB29, member RAS oncogene family	protein-coding
cKO_peak_1109	chr10	111506550	111507099	+	74	NA	exon (NM_009344, exon 1 of 2)	exon (NM_009344, exon 1 of 2)	538	NM_009344	21664	Mm.3117	NM_009344	ENSMUSG00000020205	Phlda1	DT1P1B11|TDAG51|Tdag	pleckstrin homology like domain, family A, member 1	protein-coding
cKO_peak_5329	chr19	47730812	47731136	+	74	NA	promoter-TSS (NM_026377)	promoter-TSS (NM_026377)	-782	NM_026377	67788	Mm.181610	NM_026377	ENSMUSG00000025066	Sfr1	6330577E15Rik|Meir5	SWI5 dependent recombination repair 1	protein-coding
cKO_peak_5165	chr19	15924305	15924937	+	74	NA	promoter-TSS (NM_001205339)	promoter-TSS (NM_001205339)	1	NM_001205339	107272	Mm.289936	NM_177420	ENSMUSG00000024640	Psat1	D8Ertd814e|EPIP|PSA|Psat	phosphoserine aminotransferase 1	protein-coding
cKO_peak_9820	chr8	70506396	70506739	+	74	NA	promoter-TSS (NR_151646)	promoter-TSS (NR_151646)	-141	NR_151646	66462	Mm.28242	NM_025577	ENSMUSG00000058833	Rex1bd	2810428I15Rik	required for excision 1-B domain containing	protein-coding
cKO_peak_1509	chr11	60931647	60932391	+	74	NA	promoter-TSS (NR_157293)	promoter-TSS (NR_157293)	-35	NM_008928	26397	Mm.18494	NM_008928	ENSMUSG00000018932	Map2k3	AW212142|MAPKK 3|MEK3|MKK3|MKK3b|Prkmk3	mitogen-activated protein kinase kinase 3	protein-coding
cKO_peak_2320	chr12	78748245	78748625	+	74	NA	promoter-TSS (NM_019579)	promoter-TSS (NM_019579)	-512	NM_019579	56217	Mm.425777	NM_019579	ENSMUSG00000021112	Mpp5	3830420B02Rik|AI255216|AI644496|Pals1	membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)	protein-coding
cKO_peak_1785	chr11	93967937	93968256	+	74	NA	intron (NM_008704, intron 1 of 4)	intron (NM_008704, intron 1 of 4)	425	NM_008704	18102	Mm.439702	NM_008704	ENSMUSG00000037601	Nme1	AL024257|NDPK-A|NM23-M1|NM23A	NME/NM23 nucleoside diphosphate kinase 1	protein-coding
cKO_peak_8462	chr6	51432683	51433509	+	74	NA	exon (NM_010903, exon 1 of 4)	exon (NM_010903, exon 1 of 4)	427	NM_010903	18025	Mm.42138	NM_010903	ENSMUSG00000029832	Nfe2l3	Nrf3	nuclear factor, erythroid derived 2, like 3	protein-coding
cKO_peak_8011	chr5	115300595	115300909	+	74	NA	promoter-TSS (NR_131932)	promoter-TSS (NR_131932)	238	NM_019682	56455	Mm.256858	NM_019682	ENSMUSG00000009013	Dynll1	Dlc8|Dnclc1|Pin	dynein light chain LC8-type 1	protein-coding
cKO_peak_4740	chr18	15759785	15760277	+	74	NA	5' UTR (NM_001364992, exon 1 of 6)	5' UTR (NM_001364992, exon 1 of 6)	126	NM_001364992	71367	Mm.329304	NM_199055	ENSMUSG00000047161	Chst9	5430438D01Rik|GalNAc4ST-2|galNAc-4-ST2	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9	protein-coding
cKO_peak_10981	chrX	140664651	140665655	+	74	NA	5' UTR (NM_001358367, exon 1 of 10)	5' UTR (NM_001358367, exon 1 of 10)	197	NM_001358367	23947	Mm.131097	NM_011845	ENSMUSG00000000266	Mid2	FXY2|Trim1	midline 2	protein-coding
cKO_peak_10850	chrX	10216215	10216673	+	74	NA	promoter-TSS (NM_001177952)	promoter-TSS (NM_001177952)	9	NM_001177952	19893	Mm.247556	NM_011285	ENSMUSG00000031174	Rpgr	Rd9|Rp3h	retinitis pigmentosa GTPase regulator	protein-coding
cKO_peak_933	chr10	78780162	78780703	+	74	NA	promoter-TSS (NM_009200)	promoter-TSS (NM_009200)	-64	NM_009200	20513	Mm.6257	NM_009200	ENSMUSG00000005357	Slc1a6	EAAT4	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	protein-coding
cKO_peak_2814	chr13	67754850	67755164	+	74	NA	non-coding (NR_027969, exon 3 of 3)	non-coding (NR_027969, exon 3 of 3)	195	NM_001001130	22746	Mm.288396	NM_001001130	ENSMUSG00000058331	Zfp85	KRAB19|Rslcan2|Zfp71|Zfp85-rs1	zinc finger protein 85	protein-coding
cKO_peak_11028	chrX	168673528	168674185	+	74	NA	promoter-TSS (NM_010832)	promoter-TSS (NM_010832)	16	NM_001370792	17692	Mm.24248	NM_010832	ENSMUSG00000031358	Msl3	AU018931|Msl31|Msl3l1	MSL complex subunit 3	protein-coding
cKO_peak_9484	chr7	127746645	127747105	+	74	NA	promoter-TSS (NM_172748)	promoter-TSS (NM_172748)	100	NM_172748	233902	Mm.259353	NM_172748	ENSMUSG00000030811	Fbxl19	6030430O11|BC059812|Fbl19	F-box and leucine-rich repeat protein 19	protein-coding
cKO_peak_7982	chr5	113735733	113736037	+	74	NA	5' UTR (NM_001010825, exon 1 of 3)	5' UTR (NM_001010825, exon 1 of 3)	103	NM_001010825	231630	Mm.21926	NM_001010825	ENSMUSG00000053334	Ficd	D5Ertd40e|Hype	FIC domain containing	protein-coding
cKO_peak_3622	chr15	79505413	79506005	+	74	NA	promoter-TSS (NM_008427)	promoter-TSS (NM_008427)	-468	NM_008427	16520	Mm.39759	NM_008427	ENSMUSG00000044216	Kcnj4	IRK3|Kcnf2|MB-IRK3	potassium inwardly-rectifying channel, subfamily J, member 4	protein-coding
cKO_peak_10113	chr8	116978648	116978935	+	74	NA	promoter-TSS (NM_001357254)	promoter-TSS (NM_001357254)	-138	NM_001357254	69528	Mm.272846	NM_027103	ENSMUSG00000031847	1700030J22Rik	-	RIKEN cDNA 1700030J22 gene	protein-coding
cKO_peak_1736	chr11	84828691	84829125	+	74	NA	promoter-TSS (NR_046281)	promoter-TSS (NR_046281)	95	NM_177564	192970	Mm.192213	NM_177564	ENSMUSG00000034449	Dhrs11	-	dehydrogenase/reductase (SDR family) member 11	protein-coding
cKO_peak_6253	chr2	181319757	181320083	+	74	NA	promoter-TSS (NR_030710)	promoter-TSS (NR_030710)	196	NM_001166665	269400	Mm.11333	NM_001001882	ENSMUSG00000038685	Rtel1	AI451565|AW540478|Rtel	regulator of telomere elongation helicase 1	protein-coding
cKO_peak_8257	chr5	144761170	144761582	+	74	NA	intron (NM_177735, intron 1 of 7)	intron (NM_177735, intron 1 of 7)	202	NM_177735	243339	Mm.126793	NM_177735	ENSMUSG00000043388	Tmem130	BC067004|C130036G08	transmembrane protein 130	protein-coding
cKO_peak_10694	chr9	108079017	108079310	+	74	NA	5' UTR (NM_001311152, exon 1 of 39)	5' UTR (NM_001311152, exon 1 of 39)	138	NM_001311152	84585	Mm.379272	NM_032543	ENSMUSG00000041528	Rnf123	BC003945|Kpc1	ring finger protein 123	protein-coding
cKO_peak_10187	chr8	125669862	125670227	+	74	NA	exon (NM_028908, exon 1 of 1)	exon (NM_028908, exon 1 of 1)	226	NM_028908	74393	Mm.41709	NM_028908	ENSMUSG00000050930	Map10	4933403G14Rik|AI835009|mKIAA1383	microtubule-associated protein 10	protein-coding
cKO_peak_2098	chr11	121421401	121421825	+	74	NA	intron (NM_181420, intron 1 of 5)	CpG	240	NM_181420	238024	Mm.117394	NM_181420	ENSMUSG00000039253	Fn3krp	FN3K-RP	fructosamine 3 kinase related protein	protein-coding
cKO_peak_1038	chr10	86778581	86779353	+	74	NA	promoter-TSS (NM_175331)	promoter-TSS (NM_175331)	-38	NM_175331	103466	Mm.200446	NM_175331	ENSMUSG00000054027	Nt5dc3	AU040402|AW540062|C630002B14Rik|TU12B1-TY	5'-nucleotidase domain containing 3	protein-coding
cKO_peak_2705	chr13	49421256	49421741	+	74	NA	promoter-TSS (NM_001276399)	promoter-TSS (NM_001276399)	-116	NM_001276399	75678	Mm.390586	NM_199056	ENSMUSG00000021385	Ippk	1810043M15Rik|InsP6	inositol 1,3,4,5,6-pentakisphosphate 2-kinase	protein-coding
cKO_peak_3203	chr14	56811061	56811396	+	74	NA	promoter-TSS (NR_152252)	promoter-TSS (NR_152252)	236	NM_001253753	219105	Mm.473172	NM_144842	ENSMUSG00000040123	Zmym5	9830124H08Rik	zinc finger, MYM-type 5	protein-coding
cKO_peak_5793	chr2	94273398	94273854	+	74	NA	Intergenic	CpG	-12227	NR_030431	735259		NR_030431	ENSMUSG00000076335	Mir670	Mirn670|mir-670|mmu-mir-670	microRNA 670	ncRNA
cKO_peak_1937	chr11	105456621	105456944	+	74	NA	promoter-TSS (NM_172568)	promoter-TSS (NM_172568)	-47	NM_172568	632687	Mm.121570	NM_172568	ENSMUSG00000078627	March10	4933417C16Rik|AV039223|Rnf190	membrane-associated ring finger (C3HC4) 10	protein-coding
cKO_peak_5772	chr2	92024104	92024635	+	74	NA	promoter-TSS (NM_011957)	promoter-TSS (NM_011957)	-199	NM_011957	26427	Mm.10353	NM_011957	ENSMUSG00000027230	Creb3l1	Oasis	cAMP responsive element binding protein 3-like 1	protein-coding
cKO_peak_1125	chr10	117629129	117629766	+	74	NA	promoter-TSS (NM_027468)	promoter-TSS (NM_027468)	-53	NM_027468	70574	Mm.339332	NM_027468	ENSMUSG00000020183	Cpm	1110060I01Rik|5730456K23Rik|AA589379|E030045M14Rik	carboxypeptidase M	protein-coding
cKO_peak_3934	chr16	18392667	18393144	+	74	NA	intron (NM_001272032, intron 1 of 15)	CpG	342	NM_001272032	11877	Mm.293599	NM_033474	ENSMUSG00000000325	Arvcf	-	armadillo repeat gene deleted in velocardiofacial syndrome	protein-coding
cKO_peak_6375	chr3	46447591	46447999	+	74	NA	intron (NM_001101479, intron 1 of 1)	intron (NM_001101479, intron 1 of 1)	146	NM_001101479	241989	Mm.119234	NM_001101479	ENSMUSG00000090919	Pabpc4l	C330050A14Rik|EG241989	poly(A) binding protein, cytoplasmic 4-like	protein-coding
cKO_peak_9160	chr7	58398597	58399110	+	74	NA	Intergenic	Intergenic	-259349	NM_009728	11982	Mm.135129	NM_009728	ENSMUSG00000025324	Atp10a	Atp10c|pfatp	ATPase, class V, type 10A	protein-coding
cKO_peak_298	chr1	91412914	91413177	+	74	NA	intron (NM_001360900, intron 1 of 3)	CpG-403	177	NM_001360899	55927	Mm.280029	NM_019479	ENSMUSG00000067071	Hes6	AI326893|bHLHb41	hairy and enhancer of split 6	protein-coding
cKO_peak_4846	chr18	41950832	41951315	+	74	NA	intron (NM_029942, intron 1 of 6)	CpG	121	NM_029942	77619	Mm.30649	NM_029942	ENSMUSG00000056671	Prelid2	1700003A01Rik|C330008K14Rik	PRELI domain containing 2	protein-coding
cKO_peak_1178	chr10	127534022	127534757	+	74	NA	exon (NM_183297, exon 1 of 2)	exon (NM_183297, exon 1 of 2)	170	NM_183297	104080	Mm.437200	NM_183297	ENSMUSG00000040258	Nxph4	1110036M10Rik|AI851051	neurexophilin 4	protein-coding
cKO_peak_3401	chr15	7813648	7813917	+	74	NA	promoter-TSS (NM_001301333)	promoter-TSS (NM_001301333)	55	NM_001301333	14573	Mm.4679	NM_010275	ENSMUSG00000022144	Gdnf	AI385739|ATF	glial cell line derived neurotrophic factor	protein-coding
cKO_peak_27	chr1	12991467	12992653	+	74	NA	promoter-TSS (NM_172841)	promoter-TSS (NM_172841)	-925	NM_172841	240726	Mm.24481	NM_172841	ENSMUSG00000025938	Slco5a1	4732454B15|A630033C23Rik|AA407151	solute carrier organic anion transporter family, member 5A1	protein-coding
cKO_peak_9995	chr8	95142178	95142573	+	74	NA	intron (NM_010631, intron 1 of 19)	intron (NM_010631, intron 1 of 19)	165	NM_010631	16582	Mm.378951	NM_010631	ENSMUSG00000031788	Kifc3	AI325457|BB123200	kinesin family member C3	protein-coding
cKO_peak_5574	chr2	32606986	32607553	+	74	NA	intron (NM_001025310, intron 1 of 5)	CpG	284	NR_110347	50935	Mm.88831	NM_016973	ENSMUSG00000026811	St6galnac6	ST6GalNAcVI|Siat7f	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	protein-coding
cKO_peak_1958	chr11	107012394	107012725	+	74	NA	Intergenic	Intergenic	-13034	NM_010655	16647	Mm.12508	NM_010655	ENSMUSG00000018362	Kpna2	2410044B12Rik|IPOA1|PTAC58|Rch1	karyopherin (importin) alpha 2	protein-coding
cKO_peak_8802	chr6	136808235	136808672	+	74	NA	exon (NM_177688, exon 1 of 1)	exon (NM_177688, exon 1 of 1)	205	NM_177688	232440	Mm.154564	NM_177688	ENSMUSG00000060032	H2afj	E130307C13	H2A histone family, member J	protein-coding
cKO_peak_1251	chr11	4986879	4987312	+	74	NA	intron (NM_001355659, intron 1 of 22)	CpG	271	NM_001355660	11764	Mm.274816	NM_007454	ENSMUSG00000009090	Ap1b1	Adtb1|b2b1660Clo	adaptor protein complex AP-1, beta 1 subunit	protein-coding
cKO_peak_8548	chr6	83124815	83125133	+	74	NA	intron (NM_023547, intron 1 of 4)	CpG	145	NM_023547	70020	Mm.27814	NM_023547	ENSMUSG00000030034	Ino80b	2510009I23Rik|HMG1YL4|Hmga1l4|Papa1|Znhit4	INO80 complex subunit B	protein-coding
cKO_peak_7173	chr4	115898151	115898503	+	74	NA	exon (NM_001357060, exon 2 of 2)	exon (NM_001357060, exon 2 of 2)	7661	NM_001357060	76237	Mm.101606	NM_001357060	ENSMUSG00000034185	6430628N08Rik	Tmem275	RIKEN cDNA 6430628N08 gene	protein-coding
cKO_peak_9169	chr7	63757874	63758492	+	74	NA	exon (NM_130880, exon 14 of 14)	exon (NM_130880, exon 14 of 14)	-158674	NM_001256311	381994	Mm.425466	NM_001256311	ENSMUSG00000095061	E030018B13Rik	Gm1697	RIKEN cDNA E030018B13 gene	protein-coding
cKO_peak_2108	chr12	4082578	4082875	+	74	NA	5' UTR (NM_153082, exon 1 of 7)	5' UTR (NM_153082, exon 1 of 7)	152	NM_153082	217378	Mm.271656	NM_153082	ENSMUSG00000020657	Dnajc27	AI639580|C330021A05Rik|Rabj|Rbj	DnaJ heat shock protein family (Hsp40) member C27	protein-coding
cKO_peak_4121	chr16	78576153	78576876	+	74	NA	5' UTR (NM_025967, exon 1 of 5)	5' UTR (NM_025967, exon 1 of 5)	174	NM_001252440	67102	Mm.37332	NM_025967	ENSMUSG00000022864	D16Ertd472e	1700010I10Rik|2310009O17Rik|E330003K22Rik|Eurl	DNA segment, Chr 16, ERATO Doi 472, expressed	protein-coding
cKO_peak_8844	chr6	149188330	149188644	+	74	NA	non-coding (NR_153963, exon 1 of 5)	non-coding (NR_153963, exon 1 of 5)	225	NM_001356344	232566	Mm.209147	NM_001113424	ENSMUSG00000068250	Amn1	5830467E07Rik|A230083D09|C730024G19Rik	antagonist of mitotic exit network 1	protein-coding
cKO_peak_8501	chr6	64729025	64729767	+	74	NA	exon (NM_007500, exon 1 of 1)	exon (NM_007500, exon 1 of 1)	271	NM_007500	11921	Mm.57229	NM_007500	ENSMUSG00000073043	Atoh1	Hath1|MATH-1|Math1|bHLHa14	atonal bHLH transcription factor 1	protein-coding
cKO_peak_5231	chr19	36083708	36084153	+	74	NA	intron (NM_019428, intron 1 of 10)	intron (NM_019428, intron 1 of 10)	214	NM_019428	54364	Mm.277891	NM_019428	ENSMUSG00000024800	Rpp30	Rnasep2|TSG15	ribonuclease P/MRP 30 subunit	protein-coding
cKO_peak_10712	chr9	108826018	108826514	+	74	NA	5' UTR (NM_001359573, exon 1 of 36)	5' UTR (NM_001359573, exon 1 of 36)	221	NM_080437	107934	Mm.39945	NM_080437	ENSMUSG00000023473	Celsr3	Adgrc3|Fmi1|flamingo|mKIAA0812	cadherin, EGF LAG seven-pass G-type receptor 3	protein-coding
cKO_peak_4510	chr17	46680459	46680794	+	74	NA	promoter-TSS (NM_010787)	promoter-TSS (NM_010787)	-157	NM_001277311	17256	Mm.329083	NM_010787	ENSMUSG00000002768	Mea1	Mea-1	male enhanced antigen 1	protein-coding
cKO_peak_2577	chr13	21168311	21169089	+	74	NA	Intergenic	LTR50|LTR|ERVL	-11231	NM_009054	19720	Mm.314056	NM_009054	ENSMUSG00000021326	Trim27	AW538890|Gm19403|Rfp	tripartite motif-containing 27	protein-coding
cKO_peak_6010	chr2	136890904	136891437	+	74	NA	promoter-TSS (NM_001355669)	promoter-TSS (NM_001355669)	-48	NM_028201	74243	Mm.330612	NM_028201	ENSMUSG00000027281	Slx4ip	2210009G21Rik|2410004I22Rik|C85661|Slxip	SLX4 interacting protein	protein-coding
cKO_peak_5356	chr19	56721660	56722305	+	74	NA	promoter-TSS (NM_007419)	promoter-TSS (NM_007419)	-135	NM_007419	11554	Mm.46797	NM_007419	ENSMUSG00000035283	Adrb1	Adrb-1|beta-AR	adrenergic receptor, beta 1	protein-coding
cKO_peak_7235	chr4	121097828	121098195	+	74	NA	5' UTR (NM_172700, exon 1 of 10)	5' UTR (NM_172700, exon 1 of 10)	199	NM_172700	230709	Mm.34399	NM_172700	ENSMUSG00000043207	Zmpste24	A530043O15Rik|D030046F19|FACE1|Face-1|MADB|STE24|Ste24p	zinc metallopeptidase, STE24	protein-coding
cKO_peak_10943	chrX	101849455	101849730	+	74	NA	exon (NM_001163610, exon 1 of 8)	exon (NM_001163610, exon 1 of 8)	207	NM_001163610	100042480	Mm.232	NM_001163610	ENSMUSG00000079481	Nhsl2	1110062M06Rik|6430511F03|AI225852|AW488865|EG621083|Gm10456	NHS-like 2	protein-coding
cKO_peak_7580	chr5	5749050	5749546	+	74	NA	promoter-TSS (NM_027399)	promoter-TSS (NM_027399)	19	NM_027399	70358	Mm.85429	NM_027399	ENSMUSG00000015652	Steap1	2410007B19Rik|Prss24|Steap	six transmembrane epithelial antigen of the prostate 1	protein-coding
cKO_peak_4548	chr17	55892014	55892355	+	74	NA	promoter-TSS (NM_001360136)	promoter-TSS (NM_001360136)	91	NM_001360136	224893	Mm.294853	NM_145490	ENSMUSG00000003198	Zfp959	-	zinc finger protein 959	protein-coding
cKO_peak_6936	chr4	43524135	43524645	+	74	NA	promoter-TSS (NM_009416)	promoter-TSS (NM_009416)	-836	NM_001277876	22004	Mm.646	NM_009416	ENSMUSG00000028464	Tpm2	Tpm-2|Trop-2	tropomyosin 2, beta	protein-coding
cKO_peak_2307	chr12	76255399	76255754	+	74	NA	intron (NM_138745, intron 1 of 27)	intron (NM_138745, intron 1 of 27)	344	NM_138745	108156	Mm.29584	NM_138745	ENSMUSG00000021048	Mthfd1	Dcs|E430024A07Rik|Mthfd	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase	protein-coding
